0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0.92522387,5.6000000000000006e-05,8.65e-05,1.94e-06,1.44e-06,0.00315219,0.0169837,0.00856164,0.0,0.00015221,0.00068493,0.00040201,0.0,1e-08,8e-08,0.04870451,3.1e-07,0.00376934,0.92129312,0.09214545,3.3e-07,0.08872199,0.02308391,0.00324725,4.7e-05,0.00544528,0.00030651,0.0,4.41e-05,3.46e-05,5e-08,8e-08,0.0013587,0.00190259,0.00741414,0.00382619,1.4599999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00596623,0.00856164,0.00040201,0.0,0.0,0.0,0.0,0.00671835,0.0,0.0,0.0,0.00010027,0.18181818,0.84008486,0.28770172,0.88675627,1e-08
0.0246435,1.6800000000000002e-05,4.8100000000000004e-05,3e-07,5.19e-06,0.00529568,0.0,0.00359589,0.00608384,0.00319635,0.0,0.00261307,0.00416663,2e-07,1.51e-06,0.00308097,8e-08,1e-08,0.02435932,0.00812119,8e-08,3.53e-06,8.45e-06,2.38e-06,7e-08,7.36e-06,0.0,0.0,4.8100000000000004e-05,5.19e-05,6.8e-07,1.69e-06,0.0,0.00319635,0.00523886,0.00590111,3.48e-05,0.5,0.02608696,0.0,0.00046125,3.4399999999999996e-05,0.00869565,0.00446112,0.00359589,0.00261307,0.0,0.0,0.0,0.0,0.00206718,0.00326188,0.25000381,0.09814603,1e-05,0.45454545,0.87639808,0.0,0.87639808,0.87639808
0.0103991,2.8000000000000003e-05,2.8800000000000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-06,0.00130011,1e-08,8e-08,0.00917958,0.00183624,2e-08,8e-08,0.00025472,0.00014333,3.7e-07,0.00014836,0.00013030000000000002,0.0,8.420000000000001e-05,2.8800000000000002e-05,2.4e-06,2.4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.05217391,0.03488372,0.0,1.47e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98023957,0.0,0.0,0.63636364,0.96579643,0.0,0.96579642,0.96579643
0.00425941,0.0,9.61e-06,2e-07,1.09e-05,0.00365654,0.01970109,0.00993151,0.0,0.01035008,0.04657534,0.02733668,0.0,1.79e-06,1.95e-06,0.00426015,1e-08,0.00426016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01e-06,3.84e-06,9.8e-07,1.96e-06,0.01970109,0.01035008,0.03166165,0.02026631,0.00041072,0.0,0.0,0.0,0.0,0.0,0.00869565,0.03639775,0.00993151,0.02733668,0.0,0.0,0.0,0.0,0.00723514,0.03168686,0.0,0.0,0.0,0.18181818,0.0,0.0,0.0,0.0
2.75e-05,1.12e-05,0.0,5.1e-07,0.0,0.0090783,0.0,0.00821918,0.01204287,0.0,0.0,0.0,0.0,0.00012107,0.00045399,1.3800000000000002e-05,0.0,1.49e-06,2.75e-05,1.3800000000000002e-05,0.0,1.49e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.01e-05,0.0,0.000454,0.0,0.0,0.00547945,0.00881304,0.01181011,0.00013948,0.5,0.0,0.0,0.00023063,1.47e-05,0.0,0.00900563,0.00821918,0.0,0.0,0.0,0.0,1.0,0.0124031,0.0,0.25268939999999995,0.0,1e-05,0.45454545,0.0,0.0,0.0,0.0
0.07388119,2.8000000000000003e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3e-07,0.01477882,1.6e-07,8e-08,0.07388119,0.01477883,1.6e-07,8e-08,0.0,0.0,0.0,0.0,0.0,0.0,8.420000000000001e-05,0.0,3.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.98023957,0.0,0.0,0.63636364,0.96580027,0.0,0.96580027,0.96580026
2.4e-07,5.6e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333,2.4e-07,0.0,2.5e-07,2.5e-07,2.5e-07,0.0,2.5e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.01e-05,0.0,0.03333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01162791,0.0,9.81e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26733806,0.0,0.0,0.45454545,0.0,0.0,0.0,0.0
0.92986656,5.6000000000000006e-05,9.609999999999999e-05,1.94e-06,1.6e-06,0.00315219,0.0169837,0.00856164,0.0,0.00015221,0.00068493,0.00040201,0.0,1e-08,9e-08,0.04650146,3.2e-07,0.00269669,0.9270879000000001,0.09272503,3.2e-07,0.08919052,0.02286983,0.00285968,2.44e-06,0.0028916000000000002,0.00261288,0.0,4.41e-05,3.85e-05,5e-08,9e-08,0.0013587,0.00190259,0.00712165,0.00384547,1.4800000000000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00571786,0.00856164,0.00040201,0.0,0.0,0.0,0.0,0.00671835,0.0,0.0,0.0,0.00010027,0.18181818,0.84241794,0.28041679,0.88675577,1e-08
0.00067054,0.0,9.61e-06,2e-07,2.23e-05,0.00353045,0.01902174,0.00958904,0.0,0.02123288,0.09554795,0.056080399999999996,0.0,2.12e-05,1.24e-05,0.00067066,0.0,0.00067067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01e-06,3.84e-06,6.21e-06,1.24e-05,0.01902174,0.02123288,0.05467347,0.0475406,0.00226011,0.0,0.0,0.0,0.0,0.0,0.00869565,0.06285178,0.00958904,0.056080399999999996,0.0,0.0,0.0,0.0,0.00723514,0.06477167,0.0,0.0,0.0,0.18181818,0.0,0.0,0.0,0.0
0.07542659,2.8000000000000003e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2e-07,0.01508795,1.7e-07,8e-08,0.07542660000000001,0.01508796,1.7e-07,8e-08,0.0,0.0,0.0,0.0,0.0,0.0,8.420000000000001e-05,0.0,3.3e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.98023957,0.0,0.0,0.63636364,0.96580133,0.0,0.96580133,0.96580133
0.09189441,5.6e-06,0.0,3.5e-07,0.0,0.00315219,0.0169837,0.00856164,0.0,0.0,0.0,0.0,0.0,3e-08,8e-08,0.09191051,3.1e-07,0.09191051,0.09189442,0.09191051,3.1e-07,0.09191051,0.0,0.0,0.0,0.0,0.0,0.0,8.02e-06,0.0,9e-08,0.0,0.0169837,0.00190259,0.01224033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01407129,0.00856164,0.0,0.0,0.0,0.0,1.0,0.012919899999999998,0.0,0.0,0.0,1e-05,0.18181818,1e-08,0.0,1e-08,1e-08
0.03098083,8.96e-05,0.00015379,2.07e-06,4.429999999999999e-05,0.00529568,0.0,0.00592264,0.00617266,0.00319635,0.0,0.0069597999999999995,0.00349189,1.27e-06,4.43e-06,0.00096831,6e-08,2e-08,0.03097415,0.00193622,6e-08,2e-07,0.00084938,6.37e-05,3.23e-06,0.00059455,0.0,0.0,0.00019051,0.00015763,2.29e-06,4.3e-06,0.0,0.00319635,0.01221153,0.006803699999999999,4.6299999999999994e-05,0.5,0.0173913,0.0,0.00392066,0.00015704,0.0,0.00964239,0.00592264,0.0069597999999999995,2.98e-06,0.00010027,1.4999999999999999e-05,0.0,0.00413437,0.00745573,0.25000381,1.0,7.020000000000001e-05,0.45454545,0.87640072,0.0,0.87640072,0.87640072
0.02478206,1.6800000000000002e-05,4.8100000000000004e-05,3e-07,6.71e-06,0.00529568,0.0,0.00359589,0.00608384,0.00319635,0.0,0.00337688,0.00503779,2.4e-07,1.5e-06,0.00309829,8e-08,2e-08,0.02458108,0.00819513,8e-08,3.5e-06,6.15e-06,1.73e-06,5e-08,4.89e-06,0.0,0.0,4.8100000000000004e-05,5.19e-05,6.7e-07,1.68e-06,0.0,0.00319635,0.00616913,0.00665563,4.429999999999999e-05,0.5,0.02608696,0.0,0.00046125,3.4399999999999996e-05,0.00869565,0.00525328,0.00359589,0.00337688,0.0,0.0,0.0,0.0,0.00206718,0.00419385,0.25000381,0.09814603,1e-05,0.45454545,0.87639806,0.0,0.87639806,0.87639806
0.08870265,5.6e-06,0.0,3.5e-07,0.0,0.00315219,0.0169837,0.00856164,0.0,0.0,0.0,0.0,0.0,3e-08,9e-08,0.08871819,3e-07,0.0887182,0.08870266,0.0887182,3e-07,0.0887182,0.0,0.0,0.0,0.0,0.0,0.0,8.02e-06,0.0,9e-08,0.0,0.0169837,0.00190259,0.01224033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01407129,0.00856164,0.0,0.0,0.0,0.0,1.0,0.012919899999999998,0.0,0.0,0.0,1e-05,0.18181818,1e-08,0.0,1e-08,1e-08
0.008600499999999999,5.6e-06,9.61e-06,4.6e-07,3.92e-06,0.00416089,0.02241848,0.01130137,0.0,0.00372907,0.01678082,0.00984925,0.0,6.2e-07,1.45e-06,0.004301,3e-08,0.00026093,0.00833963,0.00834109,3e-08,0.00834109,0.0,0.0,0.0,0.0,0.0,0.0,8.02e-06,3.84e-06,9.7e-07,9.7e-07,0.02241848,0.00372907,0.01811569,0.00262447,6.89e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.01851157,0.01130137,0.00984925,0.0,0.0,0.0,0.0,0.01136951,0.00745573,0.0,0.0,1e-05,0.18181818,0.88675539,0.0,0.88675539,0.8867554
0.91598951,5.6000000000000006e-05,9.609999999999999e-05,1.94e-06,1.6e-06,0.00315219,0.0169837,0.00856164,0.0,0.00015221,0.00068493,0.00040201,0.0,1e-08,9e-08,0.04580749,3.2e-07,0.00073411,0.91518219,0.09153425,3.2e-07,0.0884013,0.02536006,0.00317106,1.99e-05,0.00549834,0.00275001,0.0,4.41e-05,3.85e-05,5e-08,9e-08,0.0013587,0.00190259,0.00712165,0.00384547,1.4800000000000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00571786,0.00856164,0.00040201,0.0,0.0,0.0,0.0,0.00671835,0.0,0.0,0.0,0.00010027,0.18181818,0.8867555,3e-08,0.88675554,0.88675546
0.07471772,2.8000000000000003e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3e-07,0.01494615,1.7e-07,5e-08,0.07471773,0.01494616,1.7e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,8.420000000000001e-05,0.0,3.3e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.98023957,0.0,0.0,0.63636364,0.96580207,0.0,0.96580208,0.96580207
0.01090489,2.8000000000000003e-05,2.8800000000000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43e-06,0.00136334,1e-08,8e-08,0.00967658,0.00193566,2e-08,8e-08,0.00026893,0.00015132,1.4e-07,0.00014823,0.00014643,0.0,8.420000000000001e-05,2.8800000000000002e-05,2.29e-06,2.29e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.05217391,0.03488372,0.0,1.47e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98023957,0.0,0.0,0.63636364,0.96580346,0.0,0.96580346,0.96580346
0.00308763,0.0,9.61e-06,2.3e-07,1.3800000000000002e-05,0.0040348,0.02173913,0.0109589,0.0,0.01316591,0.05924658,0.03477387,0.0,3.07e-06,2.69e-06,0.00308817,1e-08,0.00308818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01e-06,3.84e-06,1.35e-06,2.7e-06,0.02173913,0.01316591,0.03867944,0.02670608,0.00071321,0.0,0.0,0.0,0.0,0.0,0.00869565,0.04446529,0.0109589,0.03477387,0.0,0.0,0.0,0.0,0.00826873,0.04007456,0.0,0.0,0.0,0.18181818,0.0,0.0,0.0,0.0
9.96e-05,5.6e-06,9.61e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012547,4.98e-05,0.0,2.2e-07,2.2e-07,2.2e-07,0.0,2.2e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.01e-05,9.61e-06,8.37e-05,8.37e-05,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.47e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26637675,0.13366903,0.0,0.45454545,0.87648535,0.0,0.87648534,0.87648535
0.25010488,5.6e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-08,0.25014869,8.4e-07,0.25014869,0.25010489,0.25014869,8.4e-07,0.25014869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-08,0.0,2e-08,2e-08
0.75039621,1.6800000000000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.25017587,8.4e-07,0.25016495,0.75039621,0.25017588,8.4e-07,0.25016495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66182131,0.81056225,0.99273196,2e-08
0.10345963,0.00014552,0.0004037,5.9e-07,0.00416613,0.01059135,0.0,0.00106545,0.00468334,0.10776256,0.0,0.24951424,0.09306818,2.34e-05,2.77e-06,0.00152172,1.2e-07,1.23e-06,0.10341647,0.00397825,1.2e-07,6.69e-05,0.00272951,7.49e-05,4.44e-06,0.00119748,1.4e-07,0.0,0.00027473,0.00040562,1.09e-06,3.38e-06,0.0,0.10776256,0.36525145,0.22747133,0.05174321,0.5,0.0173913,0.0,0.00276753,0.00033371,0.00869565,0.28398184,0.00106545,0.24951424,0.0001819,0.00019051,0.00033753,0.0,0.0005167999999999999,0.35181733,0.25000381,0.08911269,1e-05,0.45454545,0.93845937,0.0,0.93845937,0.93845936
0.75038122,1.6800000000000002e-05,0.0,1.52e-06,0.0,0.00680873,0.03668478,0.01849315,0.0,0.0,0.0,0.0,0.0,1e-08,1e-08,0.25017088,8.4e-07,0.25015604,0.75038122,0.25017088,8.4e-07,0.25015604,0.0,0.0,0.0,0.0,0.0,0.0,1.6e-05,0.0,2e-08,0.0,0.03668478,0.00410959,0.02643911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02532833,0.01849315,0.0,0.0,0.0,0.0,1.0,0.02790698,0.0,0.0,0.0,3.01e-05,0.18181818,0.66182719,0.81056946,0.99274079,2e-08
4.1e-07,5.6e-06,0.0,6.1e-07,0.0,0.00617829,0.02581522,0.01489726,0.00225339,0.0,0.0,0.0,0.0,0.00966667,0.01999999,4.1e-07,0.0,4.2e-07,4.2e-07,4.2e-07,0.0,4.2e-07,0.0,0.0,0.0,0.0,0.0,0.0,8.02e-06,0.0,0.02,0.0,0.02581522,0.00372907,0.022195799999999998,0.00208345,4.34e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.02551595,0.01489726,0.0,0.0,0.0,0.0,1.0,0.02222222,0.0,0.0,0.0,1e-05,0.18181818,0.0,0.0,0.0,0.0
0.01089203,2.8000000000000003e-05,2.8800000000000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43e-06,0.00136174,1e-08,8e-08,0.00967317,0.00193497,2e-08,8e-08,0.00026858,0.00015112,1.5e-07,0.00014829,0.00014597,0.0,8.420000000000001e-05,2.8800000000000002e-05,2.3e-06,2.3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.05217391,0.03488372,0.0,1.47e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98023957,0.0,0.0,0.63636364,0.96582073,0.0,0.96582073,0.96582073
0.99993711,5.04e-05,0.0,3.8e-06,0.0,0.00680873,0.03668478,0.01849315,0.0,0.0,0.0,0.0,0.0,3e-08,3e-08,0.11112358,8.4e-07,5e-08,0.99993711,0.11112358,8.4e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,4.01e-05,0.0,4e-08,0.0,0.03668478,0.00410959,0.02643911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02228893,0.01849315,0.0,0.0,0.0,0.0,1.0,0.02790698,0.0,0.0,0.0,9.02e-05,0.18181818,0.99268042,4e-08,0.99268046,0.99268037
0.42976592,1.6800000000000002e-05,3.85e-05,7e-07,6.4e-07,0.00315219,0.0169837,0.00856164,0.0,0.00015221,0.00068493,0.00040201,0.0,1e-08,7e-08,0.06140588,6.3e-07,0.00169445,0.42807177,0.14271558,6.4e-07,0.11735280000000001,0.01186635,0.00445136,2.6700000000000002e-05,0.00567168,0.00365913,0.0,1.6e-05,1.5399999999999998e-05,4e-08,8e-08,0.0013587,0.00190259,0.0072354,0.00397675,1.58e-05,0.0,0.0,0.0,0.0,0.0,0.00869565,0.00623827,0.00856164,0.00040201,0.0,0.0,0.0,0.0,0.00620155,0.00046598,0.0,0.0,3.01e-05,0.18181818,0.94592538,2e-08,0.9459254,0.94592537
0.01090182,2.8000000000000003e-05,2.8800000000000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43e-06,0.00136296,1e-08,8e-08,0.00968324,0.00193699,2e-08,8e-08,0.00026875,0.00015122,1.6e-07,0.00014873,0.0001457,0.0,8.420000000000001e-05,2.8800000000000002e-05,2.29e-06,2.29e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.05217391,0.03488372,0.0,1.47e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98023957,0.0,0.0,0.63636364,0.9658290999999999,0.0,0.96582909,0.9658290999999999
0.01090126,2.8000000000000003e-05,2.8800000000000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43e-06,0.00136289,1e-08,7e-08,0.00968349,0.00193704,2e-08,7e-08,0.00026884,0.00015127,1.5e-07,0.00014855,0.00014599,0.0,8.420000000000001e-05,2.8800000000000002e-05,2.29e-06,2.29e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.05217391,0.03488372,0.0,1.47e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98023957,0.0,0.0,0.63636364,0.96582603,0.0,0.96582603,0.96582603
3.3e-07,5.6e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02439024,3.3e-07,0.0,3.4e-07,3.4e-07,3.4e-07,0.0,3.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.01e-05,0.0,0.02439024,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,9.81e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.97563134,0.0,0.0,0.45454545,0.0,0.0,0.0,0.0
0.49405002,1.6800000000000002e-05,2.8800000000000002e-05,1.27e-06,1.3000000000000001e-05,0.00680873,0.02853261,0.01541096,0.00173824,0.00410959,0.01849315,0.01085427,0.0,3e-08,5e-08,0.08235609,1.61e-06,4.83e-05,0.4928745,0.16432028,1.61e-06,0.00133727,0.01342116,0.00755191,0.00021469,0.01429523,3.8299999999999996e-05,0.0,1.6e-05,1.15e-05,3e-08,5e-08,0.02853261,0.00410959,0.02350143,0.00210426,4.43e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.02058429,0.01541096,0.01085427,1.44e-06,4.01e-05,1.57e-05,0.0,0.012919899999999998,0.01071761,0.0,0.0,3.01e-05,0.18181818,0.87640095,3e-08,0.87640098,0.87640094
0.00526226,0.0,9.61e-06,2.5e-07,4.55e-06,0.00453915,0.02445652,0.01232877,0.0,0.0043379,0.01952055,0.01145729,0.0,8.2e-07,1.58e-06,0.00526318,2e-08,0.00526319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01e-06,3.84e-06,7.9e-07,1.58e-06,0.02445652,0.0043379,0.02105337,0.0039775,1.58e-05,0.0,0.0,0.0,0.0,0.0,0.00869565,0.02420263,0.01232877,0.01145729,0.0,0.0,0.0,0.0,0.00930233,0.01304753,0.0,0.0,0.0,0.18181818,0.0,0.0,0.0,0.0
